Utterance,Emotion,Conscientiousness,Openness,Extraversion,Neuroticism,Agreeableness,Speaker
Cute naked guy is really starting to put on weight.,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"So, could I just move in with you for a couple days?",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Besides, tomorrow we're doing those fertility tests and until then you need    to keep your tadpoles in the tank.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Oh my God.,anger,0.614,0.635,0.457,0.469,0.58,Rachel
You are so great! I love you!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
Can we start over?,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Umm?,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Ohh.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah, we're better off without them.",anger,0.457,0.722,0.6,0.455,0.46,Ross
"""Indeed there isn't""... I should really get back to work.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"So you can like, bite, and pull people s hair and stuff?",,0.354,0.713,0.386,0.511,0.533,Monica
Tickets please!  That s courtside baby!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
Sorry. Wrong boobies.,joy,0.489,0.574,0.297,0.56,0.552,Joey
She loves you!,surprise,0.375,0.6,0.31,0.356,0.545,Phoebe
"I'm so sorry, you guys. I didn't mean to bring you down.",surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"No, no, you don't have to see.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Hey, if mommy can have a wife, daddy can have a bra.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Well, I mean what about friends of your grandmother s? Wouldn t they have the recipe?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
It's not funny!,anger,0.457,0.722,0.6,0.455,0.46,Ross
What do you mean?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Oh yeah. Well you can't fire Joseph. You know why, 'cause he's not in your department.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Well to tell you the truth, they uh,  they had a problem with the bag!",surprise,0.489,0.574,0.297,0.56,0.552,Joey
I want to do it again.,anger,0.489,0.574,0.297,0.56,0.552,Joey
"Well, not so good. Upstate's pretty big, he's pretty small, you do the math.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
So did I. I'm really glad Monica asked us out.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Well no, not yet. But the audition went really good.",joy,0.489,0.574,0.297,0.56,0.552,Joey
"Why- why are you here, Carol?",fear,0.457,0.722,0.6,0.455,0.46,Ross
Might wanna try Joseph.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Okay, Pheebs, can I ask? So, hes going out with her. I mean, is it really so terrible?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Pizza, heh, its not like I never had that before...ba dum bum cheshhh.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Same as yesterday,  same as the day before.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Yeah, right.",anger,0.354,0.713,0.386,0.511,0.533,Monica
"I m sorry honey, what were you saying?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
You want some help with that?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Well, I did my best to convince him that I m not some crazy girl who is dying to get married I m just going through a hard time.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Oh yeah.,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Ok, off the top of my head... Don and Janet.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"And shame on you! You should know better, Joey needs to work.  Now come on!",anger,0.457,0.722,0.6,0.455,0.46,Ross
Would you all relax? It's not that big a deal.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah! Now, why do you want to kill yourself?",surprise,0.375,0.6,0.31,0.356,0.545,Phoebe
Ezel? Ezel? Ezel?,,0.457,0.722,0.6,0.455,0.46,Ross
That commercial always makes me so sad.,surprise,0.457,0.722,0.6,0.455,0.46,Ross
"Hey, guess what I'm doing tonight.",joy,0.354,0.713,0.386,0.511,0.533,Monica
"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
I know!,,0.489,0.574,0.297,0.56,0.552,Joey
Huh?,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Rach!,sadness,0.457,0.722,0.6,0.455,0.46,Ross
He doesn't speak much English.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"That s great, but shouldn t you be on the toilet right now?",disgust,0.48,0.648,0.521,0.477,0.66,Chandler
Well that's the brilliance of it. The pretty people... and the running.,joy,0.48,0.648,0.521,0.477,0.66,Chandler
"You see this, this is a friend.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"All right! Ross, do you think it s easy for me to see you with somebody else?",anger,0.614,0.635,0.457,0.469,0.58,Rachel
No!!,fear,0.48,0.648,0.521,0.477,0.66,Chandler
But we should take it.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Nope. Going to the,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oh, what are you going to do, follow me down there?",anger,0.457,0.722,0.6,0.455,0.46,Ross
"I don't know, what were the names I just said?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Oh God.,,0.614,0.635,0.457,0.469,0.58,Rachel
I bet you re a Gemini.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Naa, you keep it, you need the practice.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Thank you soo, much.",joy,0.354,0.713,0.386,0.511,0.533,Monica
You really like it?,,0.48,0.648,0.521,0.477,0.66,Chandler
Oh but look! That s gonna leave a stain!,disgust,0.614,0.635,0.457,0.469,0.58,Rachel
"Your Mom, your telling me, your telling me, about your Mom, what is the matter with you?",disgust,0.457,0.722,0.6,0.455,0.46,Ross
Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,,0.354,0.713,0.386,0.511,0.533,Monica
You know? Forget it!,surprise,0.614,0.635,0.457,0.469,0.58,Rachel
Hi!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
How do you do that?,,0.48,0.648,0.521,0.477,0.66,Chandler
"You know, short for museum,    and avoid all the confusion!",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"No, really you're gonna freeze.",surprise,0.48,0.648,0.521,0.477,0.66,Chandler
Monica? Monica!,anger,0.614,0.635,0.457,0.469,0.58,Rachel
Yes.,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"But I don't. Me, Phoebe.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Im gonna be a father.,fear,0.457,0.722,0.6,0.455,0.46,Ross
"Well, how-how-how is that possible? You barely know her!",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
Shut up.,anger,0.354,0.713,0.386,0.511,0.533,Monica
Yay!,joy,0.457,0.722,0.6,0.455,0.46,Ross
Right! I just think that this is happening too soon.,joy,0.48,0.648,0.521,0.477,0.66,Chandler
"Well, I'm gonna get another espresso. Can I get you another latte?",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Guggly worm.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
This is my wedding.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
Exactly! Unisex!,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Okay, but there",sadness,0.354,0.713,0.386,0.511,0.533,Monica
In like a half-hour?,sadness,0.354,0.713,0.386,0.511,0.533,Monica
"No, it's all right, you can just drop the act Tommy.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
...Poulet passes it up to Leetch!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
"Well, last time I almost got fired. You must end it, you must end it now!",anger,0.614,0.635,0.457,0.469,0.58,Rachel
Joey!,joy,0.489,0.574,0.297,0.56,0.552,Joey
"Uhh, do you mind sitting there. I m-I m saving this for my friend Ross.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",sadness,0.354,0.713,0.386,0.511,0.533,Monica
No problem. Hey Chandler,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Hey no problem.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
This is not the bed I ordered!,anger,0.354,0.713,0.386,0.511,0.533,Monica
"Oh we did, but my mom got us the greatest gift of all.",joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Y know what? I m not talking to you! You go back to sleep!  And you, are you a rapist?!",anger,0.375,0.6,0.31,0.356,0.545,Phoebe
"Huh, you uh, you always wear panties?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
And a nice hot cider for Monica.,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
How come it s always us left in the field holding the ball?,joy,0.457,0.722,0.6,0.455,0.46,Ross
"Monica face it, Chandler is against marriage. And-and always will be!",sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Oh! Well, um.. You've got plugs!",anger,0.614,0.635,0.457,0.469,0.58,Rachel
Yeah that's right you are so busted.  Book 'em.,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
Hey-hey-hey. So what happened? A forest tick you off?,joy,0.48,0.648,0.521,0.477,0.66,Chandler
Oh yeah? And who do you like?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Cause she's, she's alone now, and pregnant, and, and sad.",surprise,0.457,0.722,0.6,0.455,0.46,Ross
I don't think so!,joy,0.48,0.648,0.521,0.477,0.66,Chandler
"Oh, oh, I got it! Pete-Chicago.",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Oh my God!,,0.354,0.713,0.386,0.511,0.533,Monica
No.,surprise,0.354,0.713,0.386,0.511,0.533,Monica
"Um-hmm! Look, I-I-I don't know how much more of this I can take! Did you know he taped over my",anger,0.489,0.574,0.297,0.56,0.552,Joey
Or Friday with no two pizzas!,surprise,0.489,0.574,0.297,0.56,0.552,Joey
"Phoebe, what? Umm...what?!",,0.614,0.635,0.457,0.469,0.58,Rachel
Done!,joy,0.489,0.574,0.297,0.56,0.552,Joey
But if...,fear,0.375,0.6,0.31,0.356,0.545,Phoebe
The whole thing! Can we go?,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah, or you know, you could just wish that I didn't have them now.",anger,0.375,0.6,0.31,0.356,0.545,Phoebe
They look great! Does your boyfriend have the best taste or what?,joy,0.48,0.648,0.521,0.477,0.66,Chandler
I'm intrigued.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
I do it every year.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Hi!,anger,0.354,0.713,0.386,0.511,0.533,Monica
"All right. Look, I m gonna go in here, and you don t buy me anything ever.",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"Okay, I m gonna get your coat and then I ll-I ll put you in a cab.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, he's lived here for years, I don't, I don't know what you're talking about man.",fear,0.48,0.648,0.521,0.477,0.66,Chandler
I was doing great with Julie before I found out about you.,anger,0.457,0.722,0.6,0.455,0.46,Ross
Oh my God! I m gonna have to find another minister.,surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"Whoa, whoa, whoa! Slow down, you go",,0.489,0.574,0.297,0.56,0.552,Joey
"Look at that guy for example, I mean normally that s not someone I would-would be attracted to, but right now, with the way I m feeling, all I want to do is rip off his sweatpants and fanny pack.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Hi!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Oh, not much. I-I got a job.",joy,0.614,0.635,0.457,0.469,0.58,Rachel
Just trying to get comfortable. I can't sleep in my underwear.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
Kinda like a big face without skin.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can t win if you don t ask any",joy,0.375,0.6,0.31,0.356,0.545,Phoebe
Uh-huh.,sadness,0.354,0.713,0.386,0.511,0.533,Monica
Noo!,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Okay. I went down to the 'Mattress King' showroom and, and I saw Janice, kissing her ex-husband.",fear,0.489,0.574,0.297,0.56,0.552,Joey
"Hey, what's up?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Hey Joey, what  cha doing?",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
That's not possible!,joy,0.354,0.713,0.386,0.511,0.533,Monica
"Hi Phoebe Abott, I m your best friends daughter!",joy,0.375,0.6,0.31,0.356,0.545,Phoebe
I got it! Here we go.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Yeah! Okay, here you go.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
It's throwing and catching!,anger,0.48,0.648,0.521,0.477,0.66,Chandler
What?,surprise,0.375,0.6,0.31,0.356,0.545,Phoebe
"It's so good, isn't it?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"No I just, just wanted to know who he was, ya know.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
No! No! It s wrong! It s-it s-it s naughty. It s taboo.,joy,0.457,0.722,0.6,0.455,0.46,Ross
"..so, he said it was just a sprain, and that was it.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Y know, the charity was a big success and they raised a lot of money and awareness.",joy,0.614,0.635,0.457,0.469,0.58,Rachel
Can I ask you something?,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Okay, I'll see you after the thing.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
There you go! That's the spirit I'm looking for! What can we do? Huh? All right who's first? Huh? Ross?,joy,0.489,0.574,0.297,0.56,0.552,Joey
Heard what?,joy,0.614,0.635,0.457,0.469,0.58,Rachel
Really?!,,0.614,0.635,0.457,0.469,0.58,Rachel
Pheebs?,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Oh, I am, my side still hurts from when you crashed into me yesterday.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
It's a little early to be drinkin'.,joy,0.457,0.722,0.6,0.455,0.46,Ross
"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!",anger,0.48,0.648,0.521,0.477,0.66,Chandler
"I hear ya.  But! Unfortunately, my company is transferring me overseas!",disgust,0.48,0.648,0.521,0.477,0.66,Chandler
"And now Pheebs, you re doing the same thing!",anger,0.489,0.574,0.297,0.56,0.552,Joey
"Uh-huh, that's why they call it Staten",,0.457,0.722,0.6,0.455,0.46,Ross
"Okay, I didn't hear that.",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
Thread!,joy,0.457,0.722,0.6,0.455,0.46,Ross
Uh-huh.,disgust,0.354,0.713,0.386,0.511,0.533,Monica
You remember that video I found of mom and dad?,fear,0.354,0.713,0.386,0.511,0.533,Monica
"Oh anyway, I just wanted to say how wonderful I think you are.",joy,0.489,0.574,0.297,0.56,0.552,Joey
"No, we re not!!",anger,0.457,0.722,0.6,0.455,0.46,Ross
My first time with Carol was...,sadness,0.457,0.722,0.6,0.455,0.46,Ross
Really?,,0.48,0.648,0.521,0.477,0.66,Chandler
Hi. Y'know in England this car would be on the other side of the store.  Woo!,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
"Oh!  Ok, um, ok, um,",fear,0.375,0.6,0.31,0.356,0.545,Phoebe
I was just leaving.,sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, I mean I was up sick all night.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
Hey!  Can we pick up where we left off?,joy,0.375,0.6,0.31,0.356,0.545,Phoebe
I went to one where I wore a band uniform they had to have specially made.,surprise,0.354,0.713,0.386,0.511,0.533,Monica
"No,",sadness,0.457,0.722,0.6,0.455,0.46,Ross
Do not speak ill of the dead.,anger,0.48,0.648,0.521,0.477,0.66,Chandler
"Rachel, things can get incredibly complicated.",anger,0.354,0.713,0.386,0.511,0.533,Monica
Umm,sadness,0.457,0.722,0.6,0.455,0.46,Ross
Get out of here you lurker!  Go on! Get!,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
"Oh! Oh, I think I m gonna throw up a little bit. What did you say?",disgust,0.614,0.635,0.457,0.469,0.58,Rachel
"Sorry, Phoebe.",surprise,0.354,0.713,0.386,0.511,0.533,Monica
4:30.,sadness,0.489,0.574,0.297,0.56,0.552,Joey
"Oh, okay. Send her in.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Yeah, she's totally good looking. I mean, if I met her in a bar, or something, I'd be buying her breakfast. You know, after having slept with her.",joy,0.489,0.574,0.297,0.56,0.552,Joey
"Hey, y know what?",sadness,0.489,0.574,0.297,0.56,0.552,Joey
Surprise,surprise,0.614,0.635,0.457,0.469,0.58,Rachel
"Well, when Jake did it I saw that he was wearing women s underwear!",,0.489,0.574,0.297,0.56,0.552,Joey
"Yeah, I don't think he's up to meeting everyone yet.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
I can't believe we are even having this discussion.,anger,0.48,0.648,0.521,0.477,0.66,Chandler
"Ohh, great, I have condom in my wallet I've had since I was twelve.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
The waiter carried the breadsticks in his pants!,anger,0.354,0.713,0.386,0.511,0.533,Monica
"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",surprise,0.375,0.6,0.31,0.356,0.545,Phoebe
Chicks don t swim.,sadness,0.48,0.648,0.521,0.477,0.66,Chandler
"Ross you re not listening to me, I don t have time to stop.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Joey, I gotta tell ya, I've been thinking",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Okay, I'm not getting this!",anger,0.354,0.713,0.386,0.511,0.533,Monica
"Oh, what? What-what?",,0.457,0.722,0.6,0.455,0.46,Ross
What?!,,0.375,0.6,0.31,0.356,0.545,Phoebe
"Noo! Maybe! I, I don't know.",fear,0.614,0.635,0.457,0.469,0.58,Rachel
I'm not fine. Here she comes.,fear,0.48,0.648,0.521,0.477,0.66,Chandler
Oh. Look at you making up crap for me. Oh God!,surprise,0.614,0.635,0.457,0.469,0.58,Rachel
No.,anger,0.614,0.635,0.457,0.469,0.58,Rachel
HEY!! Do you,anger,0.614,0.635,0.457,0.469,0.58,Rachel
I can't believe this! This is like the worst night ever!,anger,0.354,0.713,0.386,0.511,0.533,Monica
Nothing..Why?,sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Um, see, but that s not the final draft.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
"Yeah, so?",sadness,0.354,0.713,0.386,0.511,0.533,Monica
"Oooh. Oh, well this is awkward.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
Ohhhhhhhh God.,,0.614,0.635,0.457,0.469,0.58,Rachel
Oh!,,0.375,0.6,0.31,0.356,0.545,Phoebe
"Yeah, well he d prefer water colors, but y'know, he has easy access to a lot of charcoal.",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
"Oh, come on! It's not like this is an everyday occurrence for me! I mean usually I'm pretty much just in there by myself.",fear,0.48,0.648,0.521,0.477,0.66,Chandler
Really?,fear,0.489,0.574,0.297,0.56,0.552,Joey
Fine!,anger,0.489,0.574,0.297,0.56,0.552,Joey
"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.",sadness,0.48,0.648,0.521,0.477,0.66,Chandler
Ohh yes.,joy,0.48,0.648,0.521,0.477,0.66,Chandler
So?!,disgust,0.354,0.713,0.386,0.511,0.533,Monica
Wow! It's like Rachel in High School.,joy,0.354,0.713,0.386,0.511,0.533,Monica
I could ve been killed I hope you know!,anger,0.375,0.6,0.31,0.356,0.545,Phoebe
"Well ah, Aunt Silvia was, well not a nice person.",sadness,0.457,0.722,0.6,0.455,0.46,Ross
My whole mouth just filled with saliva!,joy,0.614,0.635,0.457,0.469,0.58,Rachel
"No! No-no, I love it. Thank you.",joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Oh, sure! Do you need me to train somebody new?",joy,0.614,0.635,0.457,0.469,0.58,Rachel
"Sorry, mix up. Hey, how was the movie?",sadness,0.375,0.6,0.31,0.356,0.545,Phoebe
I'm not! This is what I'm doing now. I've got this job-,sadness,0.614,0.635,0.457,0.469,0.58,Rachel
"Look, um, I think we should talk about what happened on the terrace.",sadness,0.614,0.635,0.457,0.469,0.58,Rachel
